time_sec,q_ref_axis_e,q_ref_axis_d,q_ref_axis_c,q_ref_axis_b,qdot_ref_axis_e,qdot_ref_axis_d,qdot_ref_axis_c,qdot_ref_axis_b
0.960000,3.165276,0.727975,0.427975,2.127975,0.174666,0.074857,0.074857,0.074857
1.000000,3.172461,0.731055,0.431055,2.131055,0.184570,0.079102,0.079102,0.079102
1.040000,3.180040,0.734303,0.434303,2.134303,0.194343,0.083290,0.083290,0.083290
1.080000,3.188006,0.737717,0.437717,2.137717,0.203954,0.087409,0.087409,0.087409
1.120000,3.196353,0.741294,0.441294,2.141294,0.213373,0.091446,0.091446,0.091446
1.160000,3.205073,0.745031,0.445031,2.145031,0.222573,0.095388,0.095388,0.095388
1.200000,3.214156,0.748924,0.448924,2.148924,0.231525,0.099225,0.099225,0.099225
1.240000,3.223592,0.752968,0.452968,2.152968,0.240204,0.102945,0.102945,0.102945
1.280000,3.233368,0.757158,0.457158,2.157158,0.248586,0.106537,0.106537,0.106537
1.320000,3.243474,0.761489,0.461489,2.161489,0.256647,0.109992,0.109992,0.109992
1.360000,3.253896,0.765955,0.465955,2.165955,0.264366,0.113300,0.113300,0.113300
1.400000,3.264619,0.770551,0.470551,2.170551,0.271720,0.116452,0.116452,0.116452
1.440000,3.275628,0.775269,0.475269,2.175269,0.278692,0.119439,0.119439,0.119439
1.480000,3.286909,0.780104,0.480104,2.180104,0.285262,0.122255,0.122255,0.122255
1.520000,3.298443,0.785047,0.485047,2.185047,0.291414,0.124892,0.124892,0.124892
1.560000,3.310216,0.790093,0.490093,2.190093,0.297131,0.127342,0.127342,0.127342
1.600000,3.322208,0.795232,0.495232,2.195232,0.302400,0.129600,0.129600,0.129600
1.640000,3.334402,0.800458,0.500458,2.200458,0.307207,0.131660,0.131660,0.131660
1.680000,3.346778,0.805762,0.505762,2.205762,0.311540,0.133517,0.133517,0.133517
1.720000,3.359318,0.811136,0.511136,2.211136,0.315389,0.135167,0.135167,0.135167
1.760000,3.372003,0.816573,0.516573,2.216573,0.318743,0.136604,0.136604,0.136604
1.800000,3.384811,0.822062,0.522062,2.222062,0.321595,0.137827,0.137827,0.137827
1.840000,3.397724,0.827596,0.527596,2.227596,0.323938,0.138831,0.138831,0.138831
1.880000,3.410719,0.833165,0.533165,2.233165,0.325767,0.139614,0.139614,0.139614
1.920000,3.423778,0.838762,0.538762,2.238762,0.327076,0.140175,0.140175,0.140175
1.960000,3.436878,0.844376,0.544376,2.244376,0.327863,0.140513,0.140513,0.140513
2.000000,3.450000,0.850000,0.550000,2.250000,0.328125,0.140625,0.140625,0.140625
2.040000,3.463122,0.855624,0.555624,2.255624,0.327863,0.140513,0.140513,0.140513
2.080000,3.476222,0.861238,0.561238,2.261238,0.327076,0.140175,0.140175,0.140175
2.120000,3.489281,0.866835,0.566835,2.266835,0.325767,0.139614,0.139614,0.139614
2.160000,3.502276,0.872404,0.572404,2.272404,0.323938,0.138831,0.138831,0.138831
2.200000,3.515189,0.877938,0.577938,2.277938,0.321595,0.137827,0.137827,0.137827
2.240000,3.527997,0.883427,0.583427,2.283427,0.318743,0.136604,0.136604,0.136604
2.280000,3.540682,0.888864,0.588864,2.288864,0.315389,0.135167,0.135167,0.135167
2.320000,3.553222,0.894238,0.594238,2.294238,0.311540,0.133517,0.133517,0.133517
2.360000,3.565598,0.899542,0.599542,2.299542,0.307207,0.131660,0.131660,0.131660
2.400000,3.577792,0.904768,0.604768,2.304768,0.302400,0.129600,0.129600,0.129600
2.440000,3.589784,0.909907,0.609907,2.309907,0.297131,0.127342,0.127342,0.127342
2.480000,3.601557,0.914953,0.614953,2.314953,0.291414,0.124892,0.124892,0.124892
2.520000,3.613091,0.919896,0.619896,2.319896,0.285262,0.122255,0.122255,0.122255
2.560000,3.624372,0.924731,0.624731,2.324731,0.278692,0.119439,0.119439,0.119439
2.600000,3.635381,0.929449,0.629449,2.329449,0.271720,0.116452,0.116452,0.116452
2.640000,3.646104,0.934045,0.634045,2.334045,0.264366,0.113300,0.113300,0.113300
2.680000,3.656526,0.938511,0.638511,2.338511,0.256647,0.109992,0.109992,0.109992
2.720000,3.666632,0.942842,0.642842,2.342842,0.248586,0.106537,0.106537,0.106537
2.760000,3.676408,0.947032,0.647032,2.347032,0.240204,0.102945,0.102945,0.102945
2.800000,3.685844,0.951076,0.651076,2.351076,0.231525,0.099225,0.099225,0.099225
2.840000,3.694927,0.954969,0.654969,2.354969,0.222573,0.095388,0.095388,0.095388
2.880000,3.703647,0.958706,0.658706,2.358706,0.213373,0.091446,0.091446,0.091446
2.920000,3.711994,0.962283,0.662283,2.362283,0.203954,0.087409,0.087409,0.087409
2.960000,3.719960,0.965697,0.665697,2.365697,0.194343,0.083290,0.083290,0.083290
3.000000,3.727539,0.968945,0.668945,2.368945,0.184570,0.079102,0.079102,0.079102
3.040000,3.734724,0.972025,0.672025,2.372025,0.174666,0.074857,0.074857,0.074857
3.080000,3.741511,0.974933,0.674933,2.374933,0.164663,0.070570,0.070570,0.070570
3.120000,3.747896,0.977670,0.677670,2.377670,0.154594,0.066255,0.066255,0.066255
3.160000,3.753878,0.980234,0.680234,2.380234,0.144495,0.061926,0.061926,0.061926
3.200000,3.759456,0.982624,0.682624,2.382624,0.134400,0.057600,0.057600,0.057600
3.240000,3.764631,0.984842,0.684842,2.384842,0.124347,0.053292,0.053292,0.053292
3.280000,3.769405,0.986888,0.686888,2.386888,0.114375,0.049018,0.049018,0.049018
3.320000,3.773782,0.988764,0.688764,2.388764,0.104523,0.044796,0.044796,0.044796
3.360000,3.777769,0.990472,0.690472,2.390472,0.094833,0.040643,0.040643,0.040643
3.400000,3.781372,0.992016,0.692016,2.392016,0.085345,0.036577,0.036577,0.036577
3.440000,3.784600,0.993400,0.693400,2.393400,0.076105,0.032616,0.032616,0.032616
3.480000,3.787464,0.994627,0.694627,2.394627,0.067156,0.028781,0.028781,0.028781
3.520000,3.789977,0.995704,0.695704,2.395704,0.058545,0.025091,0.025091,0.025091
3.560000,3.792153,0.996637,0.696637,2.396637,0.050318,0.021565,0.021565,0.021565
3.600000,3.794008,0.997432,0.697432,2.397432,0.042525,0.018225,0.018225,0.018225
3.640000,3.795561,0.998098,0.698098,2.398098,0.035215,0.015092,0.015092,0.015092
3.680000,3.796832,0.998642,0.698642,2.398642,0.028439,0.012188,0.012188,0.012188
3.720000,3.797844,0.999076,0.699076,2.399076,0.022250,0.009536,0.009536,0.009536
3.760000,3.798621,0.999409,0.699409,2.399409,0.016700,0.007157,0.007157,0.007157
3.800000,3.799189,0.999653,0.699653,2.399653,0.011845,0.005077,0.005077,0.005077
3.840000,3.799578,0.999819,0.699819,2.399819,0.007741,0.003318,0.003318,0.003318
3.880000,3.799819,0.999923,0.699923,2.399923,0.004446,0.001905,0.001905,0.001905
3.920000,3.799946,0.999977,0.699977,2.399977,0.002017,0.000864,0.000864,0.000864
3.960000,3.799993,0.999997,0.699997,2.399997,0.000515,0.000221,0.000221,0.000221
